facilityType,seNumber,seCode,seName,rootCriterionCode,rootDescription,subCriteriaCodes,sortOrder,active
HOSPITAL,38,SE 38,Audiology Service,38.5.1.1,Patients and families indicate that they have been informed about participation in the care process.,38.5.1.2|38.5.1.3,4,TRUE
HOSPITAL,38,SE 38,Audiology Service,38.7.1.1,There are processes that support patient and family rights during care.,38.7.1.2|38.7.1.3,5,TRUE
HOSPITAL,38,SE 38,Audiology Service,38.8.1.1,The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,38.8.1.2|38.8.1.3,6,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.1.3.2,The patients' clinical records are completed according to organisational policy,39.1.3.3|39.1.3.4|39.1.3.5|39.1.3.6|39.1.3.7|39.1.3.8,1,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.2.1.1,Written policies and procedures for assessing patients and their families on admission and during ongoing care are implemented,39.2.1.2|39.2.1.3|39.2.1.4|39.2.1.5,2,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.2.2.1,Each patient admitted has an initial assessment which meets organisation policy,39.2.2.2|39.2.2.3|39.2.2.4|39.2.2.5|39.2.2.6|39.2.2.7|39.2.2.8|39.2.2.9|39.2.2.10|39.2.2.11|39.2.2.12|39.2.2.13|39.2.2.14|39.2.2.15|39.2.2.16,3,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.3.1.1,Patient and personnel accommodation in the service is adequate to meet patient care needs,39.3.1.2|39.3.1.3|39.3.1.4|39.3.1.5|39.3.1.6|39.3.1.7,4,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.3.2.1,"The care for each patient is planned, provided and noted in the patient's record",39.3.2.2|39.3.2.3|39.3.2.4|39.3.2.5|39.3.2.6|39.3.2.7|39.3.2.8|39.3.2.9,5,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.3.5.1,"Documented policies, clinical guidelines or standard operating procedures for identified high risk patients and procedures, which include items (a)-(h) in the standard intent above as a minimum, are available and readily accessible",39.3.5.2|39.3.5.3,6,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.3.6.1,There is a documented process for the obtaining of informed consent.,39.3.6.2|39.3.6.3|39.3.6.4|39.3.6.5|39.3.6.6,7,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.4.1.2,"All storage areas for medication and pharmaceutical supplies comply with current pharmaceutical acts and regulations and manufacturer guidelines (for example, security, temperature, light and humidity control).",39.4.1.3|39.4.1.4|39.4.1.5|39.4.1.6|39.4.1.7|39.4.1.8|39.4.1.9|39.4.1.10|39.4.1.11,8,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.4.2.1,Policies and procedures that guide the safe prescribing and administration of medication are implemented,39.4.2.2|39.4.2.3|39.4.2.4|39.4.2.5|39.4.2.6|39.4.2.7|39.4.2.8|39.4.2.9|39.4.2.10|39.4.2.11|39.4.2.12|39.4.2.13|39.4.2.14,9,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.6.1.1,Patients and families' educational needs are assessed and recorded,39.6.1.2|39.6.1.3|39.6.1.4|39.6.1.5|39.6.1.6|39.6.1.7,10,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.7.1.1,Policies and procedures that guide the movement of patients within the organisation are implemented,39.7.1.2|39.7.1.3|39.7.1.4|39.7.1.5,11,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.7.2.1,Policies and procedures that guide the movement of patients for referral to another organisation are implemented,39.7.2.2|39.7.2.3|39.7.2.4,12,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.7.3.1,There is a documented process for transferring patients to other organisations,39.7.3.2|39.7.3.3|39.7.3.4|39.7.3.5|39.7.3.6,13,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.7.4.1,There is a documented process to discharge patients,39.7.4.2|39.7.4.3|39.7.4.4|39.7.4.5|39.7.4.6|39.7.4.7,14,TRUE
HOSPITAL,39,SE 39,Psychiatric Adolescent Care,39.9.1.1,There are processes that support patient and family rights during care,39.9.1.2|39.9.1.3|39.9.1.4|39.9.1.5,15,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.1.3.2,The patients' clinical records are completed according to organisational policy,40.1.3.3|40.1.3.4|40.1.3.5|40.1.3.6|40.1.3.7|40.1.3.8,1,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.2.1.1,Written policies and procedures for assessing patients and their families on admission and during ongoing care are implemented,40.2.1.2|40.2.1.3|40.2.1.4|40.2.1.5,2,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.2.2.1,Each patient admitted has an initial assessment which meets organisation policy,40.2.2.2|40.2.2.3|40.2.2.4|40.2.2.5|40.2.2.6|40.2.2.7|40.2.2.8|40.2.2.9|40.2.2.10|40.2.2.11|40.2.2.12|40.2.2.13|40.2.2.14|40.2.2.15|40.2.2.16,3,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.3.1.1,Patient and personnel accommodation in the service is adequate to meet patient care needs,40.3.1.2|40.3.1.3|40.3.1.4|40.3.1.5|40.3.1.6|40.3.1.7,4,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.3.2.1,"The care for each patient is planned, provided and noted in the patient's record",40.3.2.2|40.3.2.3|40.3.2.4|40.3.2.5|40.3.2.6|40.3.2.7|40.3.2.8|40.3.2.9,5,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.3.4.1,"Documented policies, clinical guidelines or standard operating procedures for identified high risk patients and procedures, which include items (a)-(h) in the standard intent above as a minimum, are available and readily accessible",40.3.4.2|40.3.4.3,6,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.3.5.1,There is a documented process for the obtaining of informed consent.,40.3.5.2|40.3.5.3|40.3.5.4,7,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.4.1.2,"All storage areas for medication and pharmaceutical supplies comply with current pharmaceutical acts and regulations and manufacturer guidelines (for example, security, temperature, light and humidity control).",40.4.1.3|40.4.1.4|40.4.1.5|40.4.1.6|40.4.1.7|40.4.1.8|40.4.1.9|40.4.1.10|40.4.1.11,8,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.4.2.1,Policies and procedures that guide the safe prescribing and administration of medication are implemented,40.4.2.2|40.4.2.3|40.4.2.4|40.4.2.5|40.4.2.6|40.4.2.7|40.4.2.8|40.4.2.9|40.4.2.10|40.4.2.11|40.4.2.12|40.4.2.13|40.4.2.14,9,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.6.1.1,Patients and families' educational needs are assessed and recorded,40.6.1.2|40.6.1.3|40.6.1.4|40.6.1.5|40.6.1.6|40.6.1.7,10,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.7.1.1,Policies and procedures that guide the movement of patients within the organisation are implemented,40.7.1.2|40.7.1.3|40.7.1.4|40.7.1.5,11,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.7.2.1,Policies and procedures that guide the movement of patients for referral to another organisation are implemented,40.7.2.2|40.7.2.3|40.7.2.4,12,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.7.3.1,There is a documented process for transferring patients to other organisations,40.7.3.2|40.7.3.3|40.7.3.4|40.7.3.5|40.7.3.6,13,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.7.4.1,There is a documented process to discharge patients,40.7.4.2|40.7.4.3|40.7.4.4|40.7.4.5|40.7.4.6|40.7.4.7,14,TRUE
HOSPITAL,40,SE 40,Psychiatric Child and Family Care,40.9.1.1,There are processes that support patient and family rights during care,40.9.1.2|40.9.1.3|40.9.1.4|40.9.1.5,15,TRUE
HOSPITAL,41,SE 41,Psychiatric Electro-Convulsive Therapy Care,41.2.1.1,Written policies and procedures for assessing patients and their families on admission and during ongoing care are implemented,41.2.1.2|41.2.1.3|41.2.1.4|41.2.1.5|41.2.1.6|41.2.1.7|41.2.1.8|41.2.1.9,1,TRUE
HOSPITAL,41,SE 41,Psychiatric Electro-Convulsive Therapy Care,41.2.2.1,Written policies and procedures guide the activities of the ECT treatment room.,41.2.2.2|41.2.2.3|41.2.2.4,2,TRUE
HOSPITAL,41,SE 41,Psychiatric Electro-Convulsive Therapy Care,41.3.1.1,Patients have an anaesthetic assessment performed before the administration of anaesthesia by a qualified health professional,41.3.1.2|41.3.1.3|41.3.1.4|41.3.1.5|41.3.1.6|41.3.1.7|41.3.1.8|41.3.1.9|41.3.1.10,3,TRUE
HOSPITAL,41,SE 41,Psychiatric Electro-Convulsive Therapy Care,41.4.1.1,"The design of the ECT treatment area provides space for the reception, anaesthesia, treatment, recovery and observation of patients.",41.4.1.2|41.4.1.3|41.4.1.4|41.4.1.5,4,TRUE
HOSPITAL,41,SE 41,Psychiatric Electro-Convulsive Therapy Care,41.6.1.1,There are processes that support patient and family rights during care,41.6.1.2|41.6.1.3|41.6.1.4|41.6.1.5,5,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.1.3.2,The patients' clinical records are completed according to organisational policy,42.1.3.3|42.1.3.4|42.1.3.5|42.1.3.6|42.1.3.7|42.1.3.8|42.1.3.9,1,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.2.1.1,Written policies and procedures for assessing patients and their families on admission and during ongoing care are implemented,42.2.1.2|42.2.1.3|42.2.1.4|42.2.1.5,2,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.2.2.1,Each patient admitted has an initial assessment which meets organisation policy,42.2.2.2|42.2.2.3|42.2.2.4|42.2.2.5|42.2.2.6|42.2.2.7|42.2.2.8|42.2.2.9|42.2.2.10|42.2.2.11|42.2.2.12|42.2.2.13|42.2.2.14,3,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.3.1.1,Patient and personnel accommodation in the service is adequate to meet patient care needs,42.3.1.2|42.3.1.3|42.3.1.4|42.3.1.5|42.3.1.6|42.3.1.7,4,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.3.2.1,"The care for each patient is planned, provided and noted in the patient's record",42.3.2.2|42.3.2.3|42.3.2.4|42.3.2.5|42.3.2.6|42.3.2.7|42.3.2.8|42.3.2.9,5,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.3.5.1,"Documented policies, clinical guidelines or standard operating procedures for identified high risk patients and procedures, which include items (a)-(m) in the standard intent above as a minimum, are available and readily accessible",42.3.5.2|42.3.5.3,6,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.3.6.1,There is a documented process for the obtaining of informed consent.,42.3.6.2|42.3.6.3|42.3.6.4|42.3.6.5,7,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.4.1.2,"All storage areas for medication and pharmaceutical supplies comply with current pharmaceutical acts and regulations and manufacturer guidelines (for example, security, temperature, light and humidity control).",42.4.1.3|42.4.1.4|42.4.1.5|42.4.1.6|42.4.1.7|42.4.1.8|42.4.1.9|42.4.1.10|42.4.1.11,8,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.4.2.1,Policies and procedures that guide the safe prescribing and administration of medication are implemented,42.4.2.2|42.4.2.3|42.4.2.4|42.4.2.5|42.4.2.6|42.4.2.7|42.4.2.8|42.4.2.9|42.4.2.10|42.4.2.11|42.4.2.12|42.4.2.13|42.4.2.14,9,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.6.1.1,Patients and families' educational needs are assessed and recorded,42.6.1.2|42.6.1.3|42.6.1.4|42.6.1.5|42.6.1.6|42.6.1.7,10,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.7.1.1,Policies and procedures that guide the movement of patients within the organisation are implemented,42.7.1.2|42.7.1.3|42.7.1.4|42.7.1.5,11,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.7.2.1,Policies and procedures that guide the movement of patients for referral to another organisation are implemented,42.7.2.2|42.7.2.3|42.7.2.4,12,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.7.3.1,There is a documented process for transferring patients to other organisations,42.7.3.2|42.7.3.3|42.7.3.4|42.7.3.5|42.7.3.6,13,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.7.4.1,There is an implemented policy that details the process to discharge patients from the forensic unit,42.7.4.2|42.7.4.3|42.7.4.4|42.7.4.5|42.7.4.6|42.7.4.7,14,TRUE
HOSPITAL,42,SE 42,Psychiatric Forensic Service,42.9.1.1,There are processes that support patient and family rights during care,42.9.1.2|42.9.1.3|42.9.1.4|42.9.1.5,15,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.1.3.2,The patients' clinical records are completed according to organisational policy,43.1.3.3|43.1.3.4|43.1.3.5|43.1.3.6|43.1.3.7|43.1.3.8,1,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.2.1.1,Written policies and procedures for assessing patients and their families on admission and during ongoing care are implemented,43.2.1.2|43.2.1.3|43.2.1.4|43.2.1.5,2,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.2.2.1,Each patient admitted has an initial assessment which meets organisation policy,43.2.2.2|43.2.2.3|43.2.2.4|43.2.2.5|43.2.2.6|43.2.2.7|43.2.2.8|43.2.2.9|43.2.2.10|43.2.2.11|43.2.2.12|43.2.2.13|43.2.2.14|43.2.2.15|43.2.2.16,3,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.3.1.1,Patient and personnel accommodation in the service is adequate to meet patient care needs,43.3.1.2|43.3.1.3|43.3.1.4|43.3.1.5|43.3.1.6|43.3.1.7,4,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.3.2.1,"The care for each patient is planned, provided and noted in the patient's record",43.3.2.2|43.3.2.3|43.3.2.4|43.3.2.5|43.3.2.6|43.3.2.7|43.3.2.8|43.3.2.9|43.3.2.10,5,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.3.5.1,"Documented policies, clinical guidelines or standard operating procedures for identified high risk patients and procedures, which include items (a)-(g) in the standard intent above as a minimum, are available and readily accessible",43.3.5.2|43.3.5.3,6,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.3.6.1,There is a documented process for the obtaining of informed consent.,43.3.6.2|43.3.6.3|43.3.6.4|43.3.6.5|43.3.6.6,7,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.4.1.2,"All storage areas for medication and pharmaceutical supplies comply with current pharmaceutical acts and regulations and manufacturer guidelines (for example, security, temperature, light and humidity control).",43.4.1.3|43.4.1.4|43.4.1.5|43.4.1.6|43.4.1.7|43.4.1.8|43.4.1.9|43.4.1.10|43.4.1.11,8,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.4.2.1,Policies and procedures that guide the safe prescribing and administration of medication are implemented,43.4.2.2|43.4.2.3|43.4.2.4|43.4.2.5|43.4.2.6|43.4.2.7|43.4.2.8|43.4.2.9|43.4.2.10|43.4.2.11|43.4.2.12|43.4.2.13|43.4.2.14,9,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.6.1.1,Patients and families' educational needs are assessed and recorded,43.6.1.2|43.6.1.3|43.6.1.4|43.6.1.5|43.6.1.6|43.6.1.7,10,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.7.1.1,Policies and procedures that guide the movement of patients within the organisation are implemented,43.7.1.2|43.7.1.3|43.7.1.4|43.7.1.5,11,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.7.2.1,Policies and procedures that guide the movement of patients for referral to another organisation are implemented,43.7.2.2|43.7.2.3|43.7.2.4,12,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.7.3.1,There is a documented process for transferring patients to other organisations,43.7.3.2|43.7.3.3|43.7.3.4|43.7.3.5|43.7.3.6,13,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.7.4.1,There is a documented process to discharge patients,43.7.4.2|43.7.4.3|43.7.4.4|43.7.4.5|43.7.4.6|43.7.4.7,14,TRUE
HOSPITAL,43,SE 43,Psychiatric Mentally Handicapped Care,43.9.1.1,There are processes that support patient and family rights during care,43.9.1.2|43.9.1.3|43.9.1.4|43.9.1.5,15,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.1.3.2,The patients' clinical records are completed according to organisational policy,44.1.3.3|44.1.3.4|44.1.3.5|44.1.3.6|44.1.3.7|44.1.3.8,1,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.2.1.1,Written policies and procedures for assessing patients and their families on admission and during ongoing care are implemented,44.2.1.2|44.2.1.3|44.2.1.4|44.2.1.5,2,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.2.2.1,Each patient admitted has an initial assessment which meets organisation policy,44.2.2.2|44.2.2.3|44.2.2.4|44.2.2.5|44.2.2.6|44.2.2.7|44.2.2.8|44.2.2.9|44.2.2.10|44.2.2.11|44.2.2.12|44.2.2.13|44.2.2.14,3,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.3.1.1,Patient and personnel accommodation in the service is adequate to meet patient care needs,44.3.1.2|44.3.1.3|44.3.1.4|44.3.1.5|44.3.1.6|44.3.1.7,4,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.3.2.1,"The care for each patient is planned, provided and noted in the patient's record",44.3.2.2|44.3.2.3|44.3.2.4|44.3.2.5|44.3.2.6|44.3.2.7|44.3.2.8|44.3.2.9,5,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.3.5.1,"Documented policies, clinical guidelines or standard operating procedures for identified high risk patients and procedures, which include items (a)-(i) in the standard intent above as a minimum, are available and readily accessible",44.3.5.2|44.3.5.3,6,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.3.6.1,There is a documented process for the obtaining of informed consent.,44.3.6.2|44.3.6.3|44.3.6.4|44.3.6.5,7,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.4.1.2,"All storage areas for medication and pharmaceutical supplies comply with current pharmaceutical acts and regulations and manufacturer guidelines (for example, security, temperature, light and humidity control).",44.4.1.3|44.4.1.4|44.4.1.5|44.4.1.6|44.4.1.7|44.4.1.8|44.4.1.9|44.4.1.10|44.4.1.11,8,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.4.2.1,Policies and procedures that guide the safe prescribing and administration of medication are implemented,44.4.2.2|44.4.2.3|44.4.2.4|44.4.2.5|44.4.2.6|44.4.2.7|44.4.2.8|44.4.2.9|44.4.2.10|44.4.2.11|44.4.2.12|44.4.2.13|44.4.2.14,9,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.6.1.1,Patients and families' educational needs are assessed and recorded,44.6.1.2|44.6.1.3|44.6.1.4|44.6.1.5|44.6.1.6|44.6.1.7,10,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.7.1.1,Policies and procedures that guide the movement of patients within the organisation are implemented,44.7.1.2|44.7.1.3|44.7.1.4|44.7.1.5,11,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.7.2.1,Policies and procedures that guide the movement of patients for referral to another organisation are implemented,44.7.2.2|44.7.2.3|44.7.2.4,12,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.7.3.1,There is a documented process for transferring patients to other organisations,44.7.3.2|44.7.3.3|44.7.3.4|44.7.3.5|44.7.3.6,13,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.7.4.1,There is a documented process to discharge patients,44.7.4.2|44.7.4.3|44.7.4.4|44.7.4.5|44.7.4.6|44.7.4.7,14,TRUE
HOSPITAL,44,SE 44,Psychiatric Rehabilitation Care,44.9.1.1,There are processes that support patient and family rights during care,44.9.1.2|44.9.1.3|44.9.1.4|44.9.1.5,15,TRUE
HOSPITAL,45,SE 45,Psychiatric Volunteer Services,45.2.1.1,"There is written, planned orientation and induction programme for all new volunteers to the service",45.2.1.2|45.2.1.3|45.2.1.4|45.2.1.5|45.2.1.6|45.2.1.7|45.2.1.8|45.2.1.9,1,TRUE
HOSPITAL,45,SE 45,Psychiatric Volunteer Services,45.3.1.1,The volunteer service has written policies and procedures to guide volunteers in the activities and management of the volunteer service,45.3.1.2|45.3.1.3|45.3.1.4|45.3.1.5,2,TRUE
HOSPITAL,45,SE 45,Psychiatric Volunteer Services,45.4.1.1,"The volunteer service management personnel are included in the management committee of the organisation to advise on planning for equipment acquisition, deployment, utilisation and maintenance for the volunteer service",45.4.1.3|45.4.1.4|45.4.1.5|45.4.1.6|45.4.1.7|45.4.1.8|45.4.1.9|45.4.1.10,3,TRUE
HOSPITAL,45,SE 45,Psychiatric Volunteer Services,45.7.1.1,There are processes that support patient and family rights during volunteer care,45.7.1.2|45.7.1.4,4,TRUE
